13.00,29.00
273.00,43.00
56.00,31.00
159.00,34.00
86.00,42.00
351.00,31.00
18.00,33.00
118.00,23.00
123.00,44.00
331.00,35.00
283.00,37.00
173.00,41.00
171.00,37.00
196.00,32.00
219.00,40.00
53.00,27.00
318.00,24.00
41.00,33.00
71.00,43.00
193.00,43.00
162.00,46.00
260.00,25.00
69.00,41.00
314.00,39.00
146.00,27.00
157.00,49.00
167.00,34.00
32.00,44.00
7.00,40.00
329.00,48.00
330.00,44.00
54.00,40.00
315.00,35.00
217.00,38.00
27.00,48.00
125.00,38.00
58.00,28.00
240.00,23.00
258.00,34.00
137.00,28.00
316.00,34.00
131.00,39.00
97.00,32.00
202.00,22.00
93.00,21.00
133.00,48.00
305.00,35.00
111.00,43.00
81.00,31.00
46.00,21.00
138.00,37.00
42.00,33.00
108.00,33.00
311.00,35.00
74.00,44.00
21.00,41.00
95.00,29.00
259.00,38.00
117.00,21.00
189.00,47.00
319.00,27.00
203.00,37.00
285.00,41.00
111.00,38.00
109.00,26.00
186.00,44.00
348.00,28.00
184.00,32.00
240.00,46.00
224.00,48.00
1.00,47.00
92.00,31.00
335.00,43.00
132.00,41.00
292.00,29.00
74.00,22.00
141.00,22.00
204.00,44.00
273.00,33.00
178.00,47.00
1.00,23.00
137.00,32.00
211.00,40.00
290.00,30.00
198.00,41.00
109.00,35.00
56.00,24.00
232.00,26.00
238.00,32.00
204.00,35.00
68.00,31.00
94.00,48.00
170.00,24.00
234.00,24.00
199.00,41.00
259.00,38.00
315.00,42.00
258.00,47.00
105.00,47.00
323.00,37.00
342.00,45.00
39.00,30.00
191.00,26.00
277.00,50.00
18.00,47.00
4.00,30.00
257.00,21.00
335.00,34.00
54.00,28.00
260.00,29.00
230.00,40.00
104.00,21.00
283.00,44.00
181.00,24.00
138.00,49.00
271.00,41.00
183.00,50.00
114.00,26.00
222.00,47.00
207.00,46.00
85.00,24.00
173.00,43.00
86.00,29.00
91.00,25.00
155.00,50.00
340.00,29.00
189.00,46.00
77.00,32.00
88.00,49.00
116.00,30.00
195.00,47.00
257.00,26.00
226.00,24.00
227.00,39.00
199.00,45.00
305.00,31.00
71.00,50.00
136.00,27.00
252.00,31.00
272.00,30.00
5.00,44.00
170.00,50.00
315.00,29.00
120.00,49.00
235.00,32.00
16.00,40.00
1.00,40.00
107.00,32.00
340.00,50.00
149.00,23.00
301.00,48.00
80.00,23.00
1.00,45.00
244.00,34.00
354.00,37.00
120.00,33.00
39.00,25.00
34.00,24.00
250.00,31.00
162.00,48.00
356.00,29.00
148.00,22.00
202.00,33.00
308.00,30.00
140.00,41.00
318.00,41.00
348.00,45.00
15.00,34.00
141.00,41.00
350.00,36.00
38.00,33.00
312.00,26.00
286.00,25.00
24.00,46.00
216.00,36.00
49.00,46.00
217.00,38.00
57.00,46.00
313.00,30.00
326.00,41.00
109.00,40.00
264.00,45.00
206.00,39.00
206.00,40.00
155.00,47.00
11.00,25.00
185.00,21.00
251.00,49.00
117.00,39.00
7.00,37.00
82.00,42.00
51.00,34.00
76.00,50.00
178.00,28.00
68.00,44.00
170.00,41.00
300.00,40.00
52.00,44.00
137.00,42.00
92.00,42.00
336.00,48.00
268.00,41.00
243.00,46.00
47.00,30.00
152.00,46.00
35.00,36.00
219.00,31.00
243.00,43.00
96.00,26.00
84.00,25.00
267.00,28.00
43.00,47.00
72.00,48.00
177.00,45.00
277.00,48.00
24.00,34.00
41.00,48.00
279.00,24.00
326.00,38.00
127.00,28.00
26.00,32.00
347.00,25.00
2.00,31.00
281.00,50.00
304.00,49.00
165.00,33.00
258.00,37.00
138.00,27.00
235.00,32.00
242.00,49.00
210.00,28.00
11.00,49.00
30.00,34.00
148.00,32.00
359.00,40.00
244.00,42.00
183.00,44.00
56.00,21.00
319.00,38.00
239.00,45.00
135.00,28.00
249.00,35.00
99.00,37.00
116.00,23.00
295.00,29.00
295.00,47.00
102.00,34.00
210.00,40.00
42.00,23.00
239.00,29.00
95.00,50.00
157.00,36.00
338.00,43.00
258.00,50.00
275.00,27.00
263.00,27.00
250.00,50.00
155.00,43.00
170.00,44.00
39.00,30.00
280.00,25.00
217.00,48.00
274.00,26.00
230.00,27.00
21.00,37.00
195.00,35.00
121.00,42.00
134.00,46.00
78.00,28.00
255.00,49.00
197.00,21.00
211.00,36.00
171.00,25.00
5.00,40.00
149.00,39.00
214.00,31.00
61.00,50.00
326.00,47.00
52.00,35.00
286.00,41.00
76.00,44.00
137.00,47.00
146.00,22.00
46.00,48.00
313.00,50.00
302.00,34.00
45.00,41.00
8.00,28.00
115.00,37.00
119.00,47.00
68.00,24.00
336.00,36.00
222.00,34.00
300.00,29.00
176.00,32.00
69.00,36.00
174.00,34.00
230.00,32.00
266.00,43.00
233.00,30.00
74.00,48.00
250.00,36.00
331.00,24.00
295.00,26.00
184.00,34.00
229.00,28.00
18.00,45.00
313.00,44.00
122.00,37.00
237.00,47.00
194.00,37.00
302.00,48.00
108.00,31.00
12.00,34.00
38.00,32.00
196.00,40.00
100.00,48.00
91.00,39.00
58.00,23.00
147.00,29.00
20.00,47.00
115.00,44.00
212.00,47.00
235.00,37.00
243.00,35.00
216.00,22.00
345.00,50.00
213.00,37.00
133.00,22.00
159.00,22.00
278.00,22.00
312.00,32.00
111.00,50.00
72.00,40.00
214.00,35.00
133.00,45.00
179.00,30.00
224.00,36.00
345.00,48.00
2.00,37.00
14.00,21.00
350.00,49.00
195.00,41.00
33.00,32.00
147.00,44.00
245.00,44.00
326.00,49.00
245.00,50.00
303.00,44.00
329.00,24.00
83.00,36.00
162.00,43.00
323.00,40.00
138.00,37.00
89.00,40.00
20.00,48.00
235.00,21.00
281.00,36.00
137.00,32.00
292.00,25.00
90.00,28.00
158.00,50.00
99.00,50.00
169.00,29.00
57.00,21.00
217.00,42.00
283.00,26.00
185.00,25.00
330.00,46.00
237.00,38.00
219.00,25.00
93.00,34.00
334.00,29.00
320.00,25.00
74.00,26.00
23.00,49.00
300.00,37.00
191.00,21.00
68.00,26.00
20.00,33.00
306.00,30.00
216.00,38.00
62.00,45.00
116.00,44.00
103.00,27.00
10.00,44.00
208.00,44.00
249.00,31.00
87.00,42.00
141.00,27.00
302.00,35.00
124.00,36.00
232.00,31.00
52.00,43.00
130.00,46.00
253.00,38.00
125.00,35.00
